,symboling,normalized-losses,aspiration,num-of-doors,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,make_le,body-style_le,drive-wheels_le,engine-location_le,engine-type_le,fuel-system_le,aspiration_le,fuel_type_le
101,0,128,std,4,front,100.4,0.8731379144641999,0.9197786998616875,0.9214046822742475,3095,ohcv,6,181,3.43,3.27,9.0,152.0,5200.0,17,22,13499.0,12,3,1,0,5,5,0,1
102,0,108,std,4,front,100.4,0.8870735223450265,0.9197786998616875,0.9381270903010034,3296,ohcv,6,181,3.43,3.27,9.0,152.0,5200.0,17,22,14399.0,12,4,1,0,5,5,0,1
103,0,108,std,4,front,100.4,0.8870735223450265,0.9197786998616875,0.9214046822742475,3060,ohcv,6,181,3.43,3.27,9.0,152.0,5200.0,19,25,13499.0,12,3,1,0,5,5,0,1
104,3,194,std,2,front,91.3,0.8202787121576165,0.9391424619640388,0.831103678929766,3071,ohcv,6,181,3.43,3.27,9.0,160.0,5200.0,19,25,17199.0,12,2,2,0,5,5,0,1
105,3,194,turbo,2,front,91.3,0.8202787121576165,0.9391424619640388,0.831103678929766,3139,ohcv,6,181,3.43,3.27,7.8,200.0,5200.0,17,23,19699.0,12,2,2,0,5,5,1,1
106,1,231,std,2,front,99.2,0.857760691975012,0.9391424619640388,0.831103678929766,3139,ohcv,6,181,3.43,3.27,9.0,160.0,5200.0,19,25,18399.0,12,2,2,0,5,5,0,1
107,0,161,std,4,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3020,l,4,120,3.46,3.19,8.4,97.0,5000.0,19,24,11900.0,13,3,2,0,2,5,0,1
108,0,161,turbo,4,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3197,l,4,152,3.7,3.52,21.0,95.0,4150.0,28,33,13200.0,13,3,2,0,2,3,1,0
109,0,122,std,4,front,114.2,0.9557904853435849,0.9460580912863071,0.9816053511705687,3230,l,4,120,3.46,3.19,8.4,97.0,5000.0,19,24,12440.0,13,4,2,0,2,5,0,1
110,0,122,turbo,4,front,114.2,0.9557904853435849,0.9460580912863071,0.9816053511705687,3430,l,4,152,3.7,3.52,21.0,95.0,4150.0,25,25,13860.0,13,4,2,0,2,3,1,0
111,0,161,std,4,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3075,l,4,120,3.46,2.19,8.4,95.0,5000.0,19,24,15580.0,13,3,2,0,2,5,0,1
112,0,161,turbo,4,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3252,l,4,152,3.7,3.52,21.0,95.0,4150.0,28,33,16900.0,13,3,2,0,2,3,1,0
113,0,122,std,4,front,114.2,0.9557904853435849,0.9460580912863071,0.948160535117057,3285,l,4,120,3.46,2.19,8.4,95.0,5000.0,19,24,16695.0,13,4,2,0,2,5,0,1
114,0,122,turbo,4,front,114.2,0.9557904853435849,0.9460580912863071,0.9816053511705687,3485,l,4,152,3.7,3.52,21.0,95.0,4150.0,25,25,17075.0,13,4,2,0,2,3,1,0
115,0,161,std,4,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3075,l,4,120,3.46,3.19,8.4,97.0,5000.0,19,24,16630.0,13,3,2,0,2,5,0,1
116,0,161,turbo,4,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3252,l,4,152,3.7,3.52,21.0,95.0,4150.0,28,33,17950.0,13,3,2,0,2,3,1,0
117,0,161,turbo,4,front,108.0,0.897164824603556,0.9446749654218534,0.9364548494983278,3130,l,4,134,3.61,3.21,7.0,142.0,5600.0,18,24,18150.0,13,3,2,0,2,5,1,1
118,1,119,std,2,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,1918,ohc,4,90,2.97,3.23,9.4,68.0,5500.0,37,41,5572.0,14,2,1,0,3,1,0,1
119,1,119,turbo,2,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,2128,ohc,4,98,3.03,3.39,7.6,102.0,5500.0,24,30,7957.0,14,2,1,0,3,6,1,1
120,1,154,std,4,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1967,ohc,4,90,2.97,3.23,9.4,68.0,5500.0,31,38,6229.0,14,2,1,0,3,1,0,1
121,1,154,std,4,front,93.7,0.8039404132628545,0.8824343015214384,0.8494983277591973,1989,ohc,4,90,2.97,3.23,9.4,68.0,5500.0,31,38,6692.0,14,3,1,0,3,1,0,1
122,1,154,std,4,front,93.7,0.8039404132628545,0.8824343015214384,0.8494983277591973,2191,ohc,4,98,2.97,3.23,9.4,68.0,5500.0,31,38,7609.0,14,3,1,0,3,1,0,1
123,4,74,std,4,front,103.3,0.8390197020663143,0.8934993084370677,1.0,2535,ohc,4,122,3.35,3.46,8.5,88.0,5000.0,24,30,8921.0,14,4,1,0,3,1,0,1
124,3,122,turbo,2,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2818,ohc,4,156,3.59,3.86,7.0,145.0,5000.0,19,24,12764.0,14,2,2,0,3,6,1,1
125,3,186,std,2,front,94.5,0.8116290245074483,0.9446749654218534,0.8394648829431439,2778,ohc,4,151,3.94,3.11,9.5,143.0,5500.0,19,27,22018.0,15,2,2,0,3,5,0,1
126,3,122,std,2,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2756,ohcf,6,194,3.74,2.9,9.5,207.0,5900.0,17,25,32528.0,15,1,2,1,4,5,0,1
127,3,122,std,2,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2756,ohcf,6,194,3.74,2.9,9.5,207.0,5900.0,17,25,34028.0,15,1,2,1,4,5,0,1
128,3,122,std,2,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2800,ohcf,6,194,3.74,2.9,9.5,207.0,5900.0,17,25,37028.0,15,0,2,1,4,5,0,1
129,1,122,std,2,front,98.4,0.8443056222969726,1.0,0.8444816053511706,3366,dohcv,8,203,3.94,3.11,10.0,288.0,5750.0,17,28,,15,2,2,0,1,5,0,1
130,0,122,std,4,front,96.1,0.8721768380586257,0.9197786998616875,0.9230769230769231,2579,ohc,4,132,3.46,3.9,8.7,3.327500000000001,5124.009900990099,23,31,9295.0,16,4,1,0,3,5,0,1
131,2,122,std,2,front,96.1,0.849591542527631,0.921161825726141,0.8444816053511706,2460,ohc,4,132,3.46,3.9,8.7,3.327500000000001,5124.009900990099,23,31,9895.0,16,2,1,0,3,5,0,1
132,3,150,std,2,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2658,ohc,4,121,3.54,3.07,9.31,110.0,5250.0,21,28,11850.0,17,2,1,0,3,5,0,1
133,2,104,std,4,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2695,ohc,4,121,3.54,3.07,9.3,110.0,5250.0,21,28,12170.0,17,3,1,0,3,5,0,1
134,3,150,std,2,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2707,ohc,4,121,2.54,2.07,9.3,110.0,5250.0,21,28,15040.0,17,2,1,0,3,5,0,1
135,2,104,std,4,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2758,ohc,4,121,3.54,3.07,9.3,110.0,5250.0,21,28,15510.0,17,3,1,0,3,5,0,1
136,3,150,turbo,2,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2808,dohc,4,121,3.54,3.07,9.0,160.0,5500.0,19,26,18150.0,17,2,1,0,0,5,1,1
137,2,104,turbo,4,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2847,dohc,4,121,3.54,3.07,9.0,160.0,5500.0,19,26,18620.0,17,3,1,0,0,5,1,1
138,2,83,std,2,front,93.7,0.7539644401729938,0.8769017980636238,0.8979933110367894,2050,ohcf,4,97,3.62,2.36,9.0,69.0,4900.0,31,36,5118.0,18,2,1,0,4,1,0,1
139,2,83,std,2,front,93.7,0.758769822200865,0.8796680497925312,0.8979933110367894,2120,ohcf,4,108,3.62,2.64,8.7,73.0,4400.0,26,31,7053.0,18,2,1,0,4,1,0,1
140,2,83,std,2,front,93.3,0.7558865929841423,0.8824343015214384,0.931438127090301,2240,ohcf,4,108,3.62,2.64,8.7,73.0,4400.0,26,31,7603.0,18,2,0,0,4,1,0,1
141,0,102,std,4,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2145,ohcf,4,108,3.62,2.64,9.5,82.0,4800.0,32,37,7126.0,18,3,1,0,4,1,0,1
142,0,102,std,4,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2190,ohcf,4,108,3.62,2.64,9.5,82.0,4400.0,28,33,7775.0,18,3,1,0,4,1,0,1
143,0,102,std,4,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2340,ohcf,4,108,3.62,2.64,9.0,94.0,5200.0,26,32,9960.0,18,3,1,0,4,5,0,1
144,0,102,std,4,front,97.0,0.8265257087938491,0.9045643153526972,0.9080267558528428,2385,ohcf,4,108,3.62,2.64,9.0,82.0,4800.0,24,25,9233.0,18,3,0,0,4,1,0,1
145,0,102,turbo,4,front,97.0,0.8265257087938491,0.9045643153526972,0.9080267558528428,2510,ohcf,4,108,3.62,2.64,7.7,111.0,4800.0,24,29,11259.0,18,3,0,0,4,5,1,1
146,0,89,std,4,front,97.0,0.8337337818356559,0.9045643153526972,0.8862876254180603,2290,ohcf,4,108,3.62,2.64,9.0,82.0,4800.0,28,32,7463.0,18,4,1,0,4,1,0,1
147,0,89,std,4,front,97.0,0.8337337818356559,0.9045643153526972,0.8862876254180603,2455,ohcf,4,108,3.62,2.64,9.0,94.0,5200.0,25,31,10198.0,18,4,1,0,4,5,0,1
148,0,85,std,4,front,96.9,0.8342143200384431,0.9045643153526972,0.9180602006688964,2420,ohcf,4,108,3.62,2.64,9.0,82.0,4800.0,23,29,8013.0,18,4,0,0,4,1,0,1
149,0,85,turbo,4,front,96.9,0.8342143200384431,0.9045643153526972,0.9180602006688964,2650,ohcf,4,108,3.62,2.64,7.7,111.0,4800.0,23,23,11694.0,18,4,0,0,4,5,1,1
150,1,87,std,2,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,1985,ohc,4,92,3.05,3.03,9.0,62.0,4800.0,35,39,5348.0,19,2,1,0,3,1,0,1
151,1,87,std,2,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,2040,ohc,4,92,3.05,3.03,9.0,62.0,4800.0,31,38,6338.0,19,2,1,0,3,1,0,1
152,1,74,std,4,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,2015,ohc,4,92,3.05,3.03,9.0,62.0,4800.0,31,38,6488.0,19,2,1,0,3,1,0,1
153,0,77,std,4,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,2280,ohc,4,92,3.05,3.03,9.0,62.0,4800.0,31,37,6918.0,19,4,1,0,3,1,0,1
154,0,81,std,4,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,2290,ohc,4,92,3.05,3.03,9.0,62.0,4800.0,27,32,7898.0,19,4,0,0,3,1,0,1
155,0,91,std,4,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,3110,ohc,4,92,3.05,3.03,9.0,62.0,4800.0,27,32,8778.0,19,4,0,0,3,1,0,1
156,0,91,std,4,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2081,ohc,4,98,3.19,3.03,9.0,70.0,4800.0,30,37,6938.0,19,3,1,0,3,1,0,1
157,0,91,std,4,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2109,ohc,4,98,3.19,3.03,9.0,70.0,4800.0,30,37,7198.0,19,2,1,0,3,1,0,1
158,0,91,std,4,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2275,ohc,4,110,3.27,3.35,22.5,56.0,4500.0,34,36,7898.0,19,3,1,0,3,3,0,0
159,0,91,std,4,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2275,ohc,4,110,3.27,3.35,22.5,56.0,4500.0,38,47,7788.0,19,2,1,0,3,3,0,0
160,0,91,std,4,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2094,ohc,4,98,3.19,3.03,9.0,70.0,4800.0,38,47,7738.0,19,3,1,0,3,1,0,1
161,0,91,std,4,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2122,ohc,4,98,3.19,3.03,9.0,70.0,4800.0,28,34,8358.0,19,2,1,0,3,1,0,1
162,0,91,std,4,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2140,ohc,4,98,3.19,3.03,9.0,70.0,4800.0,28,34,9258.0,19,3,1,0,3,1,0,1
163,1,168,std,2,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2169,ohc,4,98,3.19,3.03,9.0,70.0,4800.0,29,34,8058.0,19,3,2,0,3,1,0,1
164,1,168,std,2,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2204,ohc,4,98,3.19,3.03,9.0,70.0,4800.0,29,34,8238.0,19,2,2,0,3,1,0,1
165,1,168,std,2,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2265,dohc,4,98,3.24,3.08,9.4,112.0,6600.0,26,29,9298.0,19,3,2,0,0,5,0,1
166,1,168,std,2,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2300,dohc,4,98,3.24,3.08,9.4,112.0,6600.0,26,29,9538.0,19,2,2,0,0,5,0,1
167,2,134,std,2,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2540,ohc,4,146,3.62,3.5,9.3,116.0,4800.0,24,30,8449.0,19,1,2,0,3,5,0,1
168,2,134,std,2,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2536,ohc,4,146,3.62,3.5,9.3,116.0,4800.0,24,30,9639.0,19,1,2,0,3,5,0,1
169,2,134,std,2,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2551,ohc,4,146,3.62,3.5,9.3,116.0,4800.0,24,30,9989.0,19,2,2,0,3,5,0,1
170,2,134,std,2,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2679,ohc,4,146,3.62,3.5,9.3,116.0,4800.0,24,30,11199.0,19,1,2,0,3,5,0,1
171,2,134,std,2,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2714,ohc,4,146,3.62,3.5,9.3,116.0,4800.0,24,30,11549.0,19,2,2,0,3,5,0,1
172,2,134,std,2,front,98.4,0.8467083133109082,0.9073305670816044,0.8862876254180603,2975,ohc,4,146,3.62,3.5,9.3,116.0,4800.0,24,30,17669.0,19,0,2,0,3,5,0,1
173,4,65,std,4,front,102.4,0.8438250840941854,0.9197786998616875,0.9180602006688964,2326,ohc,4,122,3.31,3.54,8.7,92.0,4200.0,29,34,8948.0,19,3,1,0,3,5,0,1
174,4,65,turbo,4,front,102.4,0.8438250840941854,0.9197786998616875,0.9180602006688964,2480,ohc,4,110,3.27,3.35,22.5,73.0,4500.0,30,33,10698.0,19,3,1,0,3,3,1,0
175,4,65,std,4,front,102.4,0.8438250840941854,0.9197786998616875,0.9013377926421405,2414,ohc,4,122,3.31,3.54,8.7,92.0,4200.0,27,32,9988.0,19,2,1,0,3,5,0,1
176,4,65,std,4,front,102.4,0.8438250840941854,0.9197786998616875,0.9180602006688964,2414,ohc,4,122,3.31,3.54,8.7,92.0,4200.0,27,32,10898.0,19,3,1,0,3,5,0,1
177,4,65,std,4,front,102.4,0.8438250840941854,0.9197786998616875,0.9013377926421405,2458,ohc,4,122,3.31,3.54,8.7,92.0,4200.0,27,32,11248.0,19,2,1,0,3,5,0,1
178,3,197,std,2,front,102.9,0.8817876021143681,0.9363762102351315,0.8695652173913044,2976,dohc,6,171,3.27,3.35,9.3,161.0,5200.0,20,24,16558.0,19,2,2,0,0,5,0,1
179,3,197,std,2,front,102.9,0.8817876021143681,0.9363762102351315,0.8695652173913044,3016,dohc,6,171,3.27,3.35,9.3,161.0,5200.0,19,24,15998.0,19,2,2,0,0,5,0,1
180,4,90,std,4,front,104.5,0.9024507448342144,0.9197786998616875,0.9046822742474917,3131,dohc,6,171,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0,19,3,2,0,0,5,0,1
181,4,122,std,4,front,104.5,0.9024507448342144,0.9197786998616875,0.9046822742474917,3151,dohc,6,161,3.27,3.35,9.2,156.0,5200.0,19,24,15750.0,19,4,2,0,0,5,0,1
182,2,122,std,2,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2261,ohc,4,97,3.01,3.4,23.0,52.0,4800.0,37,46,7775.0,20,3,1,0,3,3,0,0
183,2,122,std,2,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2209,ohc,4,109,3.19,3.4,9.0,85.0,5250.0,27,34,7975.0,20,3,1,0,3,5,0,1
184,2,94,std,4,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2264,ohc,4,97,3.01,3.4,23.0,52.0,4800.0,37,46,7995.0,20,3,1,0,3,3,0,0
185,2,94,std,4,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2212,ohc,4,109,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0,20,3,1,0,3,5,0,1
186,2,94,std,4,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2275,ohc,4,109,3.19,3.4,9.0,85.0,5250.0,27,34,8495.0,20,3,1,0,3,5,0,1
187,2,94,turbo,4,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2319,ohc,4,97,3.01,3.4,23.0,68.0,4500.0,37,42,9495.0,20,3,1,0,3,3,1,0
188,2,94,std,4,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2300,ohc,4,109,3.19,3.4,10.0,100.0,5500.0,26,32,9995.0,20,3,1,0,3,5,0,1
189,3,122,std,2,front,94.5,0.7654973570398848,0.8879668049792532,0.9297658862876255,2254,ohc,4,109,3.19,3.4,8.5,90.0,5500.0,24,29,11595.0,20,0,1,0,3,5,0,1
190,3,256,std,2,front,94.5,0.7962518020182604,0.8852005532503459,0.8595317725752508,2221,ohc,4,109,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0,20,2,1,0,3,5,0,1
191,0,122,std,4,front,100.4,0.865929841422393,0.9253112033195022,0.9214046822742475,2661,ohc,5,136,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0,20,3,1,0,3,5,0,1
192,0,122,turbo,4,front,100.4,0.865929841422393,0.9253112033195022,0.9214046822742475,2579,ohc,4,97,3.01,3.4,23.0,68.0,4500.0,33,38,13845.0,20,3,1,0,3,3,1,0
193,0,122,std,4,front,100.4,0.8798654493032196,0.9253112033195022,0.9214046822742475,2563,ohc,4,109,3.19,3.4,9.0,88.0,5500.0,25,31,12290.0,20,4,1,0,3,5,0,1
194,5,103,std,4,front,104.3,0.9072561268620856,0.9294605809128631,0.939799331103679,2912,ohc,4,141,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0,21,3,2,0,3,5,0,1
195,4,74,std,4,front,104.3,0.9072561268620856,0.9294605809128631,0.9615384615384616,3034,ohc,4,141,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0,21,4,2,0,3,5,0,1
196,5,103,std,4,front,104.3,0.9072561268620856,0.9294605809128631,0.939799331103679,2935,ohc,4,141,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0,21,3,2,0,3,5,0,1
197,5,103,turbo,4,front,104.3,0.9072561268620856,0.9294605809128631,0.939799331103679,3045,ohc,4,130,3.62,3.15,7.5,162.0,5100.0,17,22,18420.0,21,3,2,0,3,5,1,1
198,4,74,turbo,4,front,104.3,0.9072561268620856,0.9294605809128631,0.9615384615384616,3157,ohc,4,130,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0,21,4,2,0,3,5,1,1
199,4,95,std,4,front,109.1,0.9072561268620856,0.9529737206085755,0.9280936454849499,2952,ohc,4,141,3.78,3.15,9.5,114.0,5400.0,23,28,16845.0,21,3,2,0,3,5,0,1
200,4,95,turbo,4,front,109.1,0.9072561268620856,0.9515905947441217,0.9280936454849499,3049,ohc,4,141,3.78,3.15,8.7,160.0,5300.0,19,25,19045.0,21,3,2,0,3,5,1,1
201,4,95,std,4,front,109.1,0.9072561268620856,0.9529737206085755,0.9280936454849499,3012,ohcv,6,173,3.58,2.87,8.8,134.0,5500.0,18,23,21485.0,21,3,2,0,5,5,0,1
202,4,95,turbo,4,front,109.1,0.9072561268620856,0.9529737206085755,0.9280936454849499,3217,ohc,6,145,3.01,3.4,23.0,106.0,4800.0,26,27,22470.0,21,3,2,0,3,3,1,0
203,4,95,turbo,4,front,109.1,0.9072561268620856,0.9529737206085755,0.9280936454849499,3062,ohc,4,141,3.78,3.15,9.5,114.0,5400.0,19,25,22625.0,21,3,2,0,3,5,1,1
